address,length,value
"10050de8",17,"""SetFilePointerEx"""
"10050dfc",13,"""ReadConsoleW"""
"10050e0c",12,"""HeapReAlloc"""
"10050e1a",23,"""GetTimeZoneInformation"""
"10050e34",16,"""IsValidCodePage"""
"10050e46",7,"""GetACP"""
"10050e50",9,"""GetOEMCP"""
"10050e5c",16,"""GetCommandLineA"""
"10050e6e",16,"""GetCommandLineW"""
"10050e80",23,"""GetEnvironmentStringsW"""
"10050e9a",24,"""FreeEnvironmentStringsW"""
"10050eb4",24,"""SetEnvironmentVariableW"""
"10050ece",15,"""GetProcessHeap"""
"10050ee0",13,"""SetStdHandle"""
"10050ef0",9,"""HeapSize"""
"10050efc",14,"""WriteConsoleW"""
"10050f0c",13,"""SetEndOfFile"""
"10051043",13,"""Isamp.scm"""
"1005112c",55,"""{FFFFFF}S&SMP{B9C9BF} 1.3.1-R3 Patch 1 {FFFFFF}Started"""
"10051164",26,"""\\Project Eagle User Files"""
"10051180",8,"""%s\\SSMP"""
"100511cc",6,"""0.3.7"""
"100512dc",10,"""GTA S&SMP"""
"10051f8a",30,"""abcdefghijklmnopqrstuvwxyz"""
"10051faa",30,"""ABCDEFGHIJKLMNOPQRSTUVWXYZ"""
"10052199",27,"""abcdefghijklmnopqrstuvwxyz"""
"100521b9",27,"""ABCDEFGHIJKLMNOPQRSTUVWXYZ"""
"10052368",20,""".?AVexception@std@@"""
"10052384",32,""".?AVbad_array_new_length@std@@"""
"100523ac",20,""".?AVbad_alloc@std@@"""
"100523c8",24,""".?AVruntime_error@std@@"""
"100523e8",24,""".?AVsystem_error@std@@"""
"10052408",24,""".?AV_System_error@std@@"""
"10052428",20,""".?AVbad_cast@std@@"""
"10052444",28,""".?AVfailure@ios_base@std@@"""
"10052468",32,""".?AVtask_canceled@Concurrency@@"""
"10052490",36,""".?AVinvalid_operation@Concurrency@@"""
"100524bc",52,""".?AV_Interruption_exception@details@Concurrency@@"""
"100524f8",24,""".?AVfuture_error@std@@"""
"10052518",24,""".?AVlogic_error@std@@"""
"10052538",120,""".?AV<lambda_1>@?1??_MakeVoidToUnitFunc@details@Concurrency@@YA?AV?$function@$$A6AEXZ@std@@ABV?$function@$$A6AXXZ@5@@Z@"""
"100525b8",124,""".?AV<lambda_1>@?4??_ScheduleContinuationTask@_Task_impl_base@details@Concurrency@@QAEXPAU_ContinuationTaskHandleBase@34@@Z@"""
"10052640",140,""".?AV<lambda_1>@?7???R0?4??_ScheduleContinuationTask@_Task_impl_base@details@Concurrency@@QAEXPAU_ContinuationTaskHandleBase@34@@Z@QBE@XZ@"""
"100526d8",160,""".?AV<lambda_1>@?CC@??_CancelAndRunContinuations@?$_Task_impl@E@details@Concurrency@@UAE_N_N00ABV?$shared_ptr@U_ExceptionHolder@details@Concurrency@@@std@@@Z@"""
"10052780",112,""".?AV?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@std@@"""
"100527f8",276,""".?AV<lambda_1>@?1???$?0V?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@std@@@?$_Task_async_state@X@std@@QAE@$$QAV?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@2@@Z@"""
"10052914",40,""".?AVfilesystem_error@filesystem@std@@"""
"10052944",28,""".?AVinvalid_argument@std@@"""
"10052968",24,""".?AVlength_error@std@@"""
"10052988",24,""".?AVout_of_range@std@@"""
"100529a8",28,""".?AVbad_function_call@std@@"""
"100529cc",24,""".?AVbad_exception@std@@"""
"100529f0",20,""".?AVios_base@std@@"""
"10052a0c",20,""".?AV?$_Iosb@H@std@@"""
"10052a28",48,""".?AV?$basic_ios@DU?$char_traits@D@std@@@std@@"""
"10052a60",52,""".?AV?$basic_streambuf@DU?$char_traits@D@std@@@std@@"""
"10052a9c",52,""".?AV?$basic_istream@DU?$char_traits@D@std@@@std@@"""
"10052ad8",52,""".?AV?$basic_ostream@DU?$char_traits@D@std@@@std@@"""
"10052b14",52,""".?AV?$basic_iostream@DU?$char_traits@D@std@@@std@@"""
"10052b50",52,""".?AV?$basic_filebuf@DU?$char_traits@D@std@@@std@@"""
"10052b8c",52,""".?AV?$basic_fstream@DU?$char_traits@D@std@@@std@@"""
"10052bc8",28,""".?AVerror_category@std@@"""
"10052bec",36,""".?AV_Iostream_error_category2@std@@"""
"10052c18",24,""".?AV_Facet_base@std@@"""
"10052c38",24,""".?AVfacet@locale@std@@"""
"10052c58",28,""".?AU_Crt_new_delete@std@@"""
"10052c7c",24,""".?AVcodecvt_base@std@@"""
"10052c9c",24,""".?AUctype_base@std@@"""
"10052cbc",20,""".?AV?$ctype@D@std@@"""
"10052cd8",36,""".?AV?$codecvt@DDU_Mbstatet@@@std@@"""
"10052d08",76,""".?AV?$num_put@DV?$ostreambuf_iterator@DU?$char_traits@D@std@@@std@@@std@@"""
"10052d5c",24,""".?AV?$numpunct@D@std@@"""
"10052d7c",36,""".?AV_Generic_error_category@std@@"""
"10052da8",28,""".?AV_Ref_count_base@std@@"""
"10052dcc",40,""".?AV_RefCounter@details@Concurrency@@"""
"10052e00",60,""".?AV_CancellationTokenRegistration@details@Concurrency@@"""
"10052e44",44,""".?AU_TaskProcHandle@details@Concurrency@@"""
"10052e78",28,""".?AV?$_Func_base@X$$V@std@@"""
"10052e9c",44,""".?AU_Task_impl_base@details@Concurrency@@"""
"10052ed0",196,""".?AV?$_CancellationTokenCallback@V<lambda_1>@?1??_RegisterCancellation@_Task_impl_base@details@Concurrency@@QAEXV?$weak_ptr@U_Task_impl_base@details@Concurrency@@@std@@@Z@@details@Concurrency@@"""
"10052f9c",28,""".?AV?$_Func_base@E$$V@std@@"""
"10052fc0",44,""".?AU?$_Task_impl@E@details@Concurrency@@"""
"10052ff4",36,""".?AV_Future_error_category2@std@@"""
"10053020",32,""".?AV?$_Associated_state@H@std@@"""
"10053048",68,""".?AV?$_Ref_count_obj2@U_ExceptionHolder@details@Concurrency@@@std@@"""
"10053098",172,""".?AV?$_Func_impl_no_alloc@V<lambda_1>@?7???R1?4??_ScheduleContinuationTask@_Task_impl_base@details@Concurrency@@QAEXPAU_ContinuationTaskHandleBase@45@@Z@QBE@XZ@X$$V@std@@"""
"10053150",160,""".?AV?$_Func_impl_no_alloc@V<lambda_1>@?4??_ScheduleContinuationTask@_Task_impl_base@details@Concurrency@@QAEXPAU_ContinuationTaskHandleBase@45@@Z@X$$V@std@@"""
"100531f8",152,""".?AV?$_Func_impl_no_alloc@V<lambda_1>@?1??_MakeVoidToUnitFunc@details@Concurrency@@YA?AV?$function@$$A6AEXZ@std@@ABV?$function@$$A6AXXZ@6@@Z@E$$V@std@@"""
"10053298",36,""".?AV?$_Deferred_async_state@X@std@@"""
"100532c4",40,""".?AV?$_Packaged_state@$$A6AXXZ@std@@"""
"100532f4",32,""".?AV?$_Task_async_state@X@std@@"""
"10053320",192,""".?AV?$_Func_impl_no_alloc@V<lambda_1>@?CC@??_CancelAndRunContinuations@?$_Task_impl@E@details@Concurrency@@UAE_N_N00ABV?$shared_ptr@U_ExceptionHolder@details@Concurrency@@@std@@@Z@X$$V@std@@"""
"100533e8",68,""".?AV?$_Ref_count_obj2@U?$_Task_impl@E@details@Concurrency@@@std@@"""
"10053438",144,""".?AV?$_Func_impl_no_alloc@V?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@std@@X$$V@std@@"""
"100534d0",364,""".?AU?$_InitialTaskHandle@XV<lambda_1>@?1???$?0V?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@std@@@?$_Task_async_state@X@std@@QAE@$$QAV?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@3@@Z@U_TypeSelectorNoAsync@details@Concurrency@@@?$task@E@Concurrency@@"""
"10053648",432,""".?AU?$_PPLTaskHandle@EU?$_InitialTaskHandle@XV<lambda_1>@?1???$?0V?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@std@@@?$_Task_async_state@X@std@@QAE@$$QAV?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@3@@Z@U_TypeSelectorNoAsync@details@Concurrency@@@?$task@E@Concurrency@@U_TaskProcHandle@details@3@@details@Concurrency@@"""
"10053800",308,""".?AV?$_Func_impl_no_alloc@V<lambda_1>@?1???$?0V?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@std@@@?$_Task_async_state@X@std@@QAE@$$QAV?$_Fake_no_copy_callable_adapter@V<lambda_1>@?1??RecieveHandling@CustomRPC@@YAXPAURPCParameters@@@Z@@3@@Z@X$$V@std@@"""
"10053940",72,""".?AV?$basic_stringbuf@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@"""
"10053990",76,""".?AV?$basic_ostringstream@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@"""
"100539e4",24,""".?AV?$ctype@_W@std@@"""
"10053a08",80,""".?AV?$num_put@_WV?$ostreambuf_iterator@_WU?$char_traits@_W@std@@@std@@@std@@"""
"10053a60",24,""".?AV?$numpunct@_W@std@@"""
"10053a80",52,""".?AV?$basic_ofstream@DU?$char_traits@D@std@@@std@@"""
"10053abc",36,""".?AV_System_error_category@std@@"""
"10053ae8",64,""".?AV?$_Ref_count_obj2@U_Dir_enum_impl@filesystem@std@@@std@@"""
"10053b30",28,""".?AV_Locimp@locale@std@@"""
"10053b54",40,""".?AV_ExceptionPtr_normal@?A0x6e02efe5@@"""
"10053b88",60,""".?AV?$_ExceptionPtr_static@Vbad_alloc@std@@@?A0x6e02efe5@@"""
"10053bd0",64,""".?AV?$_ExceptionPtr_static@Vbad_exception@std@@@?A0x6e02efe5@@"""
"10053c18",48,""".?AV?$basic_ios@_WU?$char_traits@_W@std@@@std@@"""
"10053c50",56,""".?AV?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@"""
"10053c90",52,""".?AV?$basic_ostream@_WU?$char_traits@_W@std@@@std@@"""
"10053ccc",52,""".?AV?$basic_filebuf@_WU?$char_traits@_W@std@@@std@@"""
"10053d08",36,""".?AV?$codecvt@_WDU_Mbstatet@@@std@@"""
"10053d34",16,""".?AVtype_info@@"""
"1005d4c2",28,"u""PROTECT-BINARY"""
"1005d4e0",56,"u""DATA\\MAPS\\INTERIOR\\PROPS.IDE"""
"1005d51a",42,"u""DATA\\MAPS\\LA\\LAN2.IDE"""
"1005d546",42,"u""DATA\\MAPS\\LA\\LAW2.IDE"""
"1005d572",46,"u""DATA\\MAPS\\LA\\LAXREF.IDE"""
"1005d5a2",44,"u""DATA\\PATHS\\TRACKS2.DAT"""
"1005d5d0",44,"u""DATA\\PATHS\\TRACKS4.DAT"""
"1005d5fe",34,"u""DATA\\AR_STATS.DAT"""
"1005d622",32,"u""DATA\\DEFAULT.DAT"""
"1005d644",32,"u""DATA\\DEFAULT.IDE"""
"1005d666",24,"u""DATA\\GTA.DAT"""
"1005d680",56,"u""DATA\\GTASA_WEAPON_CONFIG.DAT"""
"1005d6ba",28,"u""DATA\\MELEE.DAT"""
"1005d6d8",24,"u""DATA\\PED.DAT"""
"1005d6f2",34,"u""DATA\\SHOPPING.DAT"""
"1005d716",32,"u""DATA\\SURFACE.DAT"""
"1005d738",26,"u""DATA\\PEDS.IDE"""
"1005d754",32,"u""DATA\\CARMODS.DAT"""
"1005d776",34,"u""DATA\\VEHICLES.IDE"""
"1005d79a",24,"u""HANDLING.CFG"""
"1005d7b4",32,"u""DATA\\CARCOLS.DAT"""
"1005d7d6",22,"u""LOADSCS.TXD"""
"1005d7ee",20,"u""STREAM.INI"""
"10257810",382,"""<?xml version='1.0' encoding='UTF-8' standalone='yes'?>\r\n<assembly xmlns='urn:schemas-microsoft-com:asm.v1' manifestVersion='1.0'>\r\n  <trustInfo xmlns=\""urn:schemas-microsoft-com:asm.v3\"">\r\n    <security>\r\n      <requestedPrivileges>\r\n        <requestedExecutionLevel level='asInvoker' uiAccess='false' />\r\n      </requestedPrivileges>\r\n    </security>\r\n  </trustInfo>\r\n</assembly>\r\n"""
"ffdff1ac",36,""""""
"ffdffc00",522,"u"""""
