address,length,value
"0088140c",31,"""invalid output semantic '%s%d'"""
"0088142c",60,"""input semantic '%s' has been deprecated; use '%s%d' instead"""
"00881468",30,"""invalid input semantic '%s%d'"""
"00881488",9,"""specular"""
"00881494",8,"""diffuse"""
"0088149c",43,"""invalid reference to input semantic '%s%d'"""
"008814c8",29,"""cannot map swizzle to ps_1_4"""
"008814e8",38,"""internal error: illformed write field"""
"00881510",56,"""unable to emmulate write masks for ps_1_%i shader model"""
"00881548",128,"""shader cannot compile to a ps_1_%i shader because this model can't match all the dependent texture read(s) this shader requires"""
"008815c8",50,"""cannot map this dependent texture read to ps_1_%i"""
"008815fc",54,"""cannot map expression to pixel shader instruction set"""
"00881634",50,"""relative addressing not allowed for pixel shaders"""
"008816fc",42,"""internal error: overlapping output writes"""
"00881728",40,"""COLOR%d must be a four-component vector"""
"00881750",55,"""COLOR outputs must be contiguous from COLOR0 to COLORn"""
"00881788",56,"""internal error: unexpected Alias on texture declaration"""
"008817c0",46,"""sampler mismatch: sampler used inconsistently"""
"008817f0",68,"""internal error: compiler emittimg multiple movs to output registers"""
"00881838",64,"""internal error: write to output with instruction other than mov"""
"00881878",38,"""internal error: invalid swizzle found"""
"008818a0",67,"""vertex shader must minimally write all four components of POSITION"""
"008818e4",23,"""PSIZE must be a scalar"""
"008818fc",21,"""FOG must be a scalar"""
"00881914",61,"""output semantic '%s' has been deprecated; use '%s%d' instead"""
"00881954",59,"""multi-register semantics are not allowed in fragments '%s'"""
"00881998",7,"""v_%s%d"""
"008819a0",60,"""relative addressing not supported in vs_1_0 instruction set"""
"008819dc",8,"""c_$zz%d"""
"008819e4",9,"""r_$Int%d"""
"00881a74",46,"""internal error: multiple write to same output"""
"00881aa4",33,"""internal error: DST test failure"""
"00881ac8",55,"""cannot map expression to vertex shader instruction set"""
"00881b84",44,"""invalid reference to output semantic '%s%d'"""
"00881bb0",30,"""too many outputs to target TX"""
"00881bd0",32,"""too many arguments to target TX"""
"00881d40",16,"""AuthenticAMD"""
"00881d50",16,"""UnknownVendr"""
"00881d60",22,"""D3DX9 Shader Compiler"""
"0088229c",41,"""maximum constant register index exceeded"""
"008822c8",38,"""maximum input register index exceeded"""
"008822f0",40,"""maximum sampler register index exceeded"""
"00882318",31,"""invalid register semantic '%s'"""
"00882338",58,"""overlapping register semantics not yet implemented '%c%u'"""
"00882374",52,"""cannot match lerp because lerp factor is not _sat'd"""
"008823a8",48,"""internal error: unexpected output register type"""
"008823d8",40,"""maximum address register index exceeded"""
"00882400",37,"""maximum temp register index exceeded"""
"00882428",47,"""internal error: unexpected input register type"""
"00882458",44,"""target does not support relative addressing"""
"00882484",63,"""_bias opportunity missed because source was not clamped 0 to 1"""
"008824c8",79,"""complement opportunity missed because input result was not clamped from 0 to 1"""
"00882518",49,"""constant table info exceeds maximum comment size"""
"00882554",29,"""overlapping output semantics"""
"00882574",34,"""maximum number of inputs exceeded"""
"00882598",48,"""internal error: input register missing semantic"""
"008825c8",49,"""internal error: output register missing semantic"""
"008825fc",43,"""%s target does not support texture lookups"""
"00882628",81,"""maximum number of samplers exceeded. %s target can have a maximum of %i samplers"""
"0088267c",52,"""clip cannot be performed from a constant or literal"""
"008826b0",62,"""clip must be performed from a float4 vector for ps_2_0 models"""
"008826f0",35,"""cannot clip from a swizzled vector"""
"00882714",62,"""clip must be performed from a float3 vector for ps_1_x models"""
"00882754",52,"""internal error: size mismatch in scalar instruction"""
"00882bff",73,"""@@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/hanim/rphanim.c#1 $"""
"00882c48",68,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/hanim/stdkey.c#1 $"""
"00882c90",68,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/skin2/rpskin.c#1 $"""
"00882ce0",76,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/skin2/d3d9/skind3d9plain.c#13 $"""
"00882d30",68,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/skin2/bsplit.c#1 $"""
"00882d98",76,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/skin2/win/ssematbl.c#1 $"""
"00882df0",80,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/skin2/d3d9/skind3d9pipesshared.c#5 $"""
"00882e40",76,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/skin2/win/x86matbl.c#1 $"""
"00882e90",68,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/uvanim/rpuvanim.c#18 $"""
"00882eec",64,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/hanim/stdkey.c#27 $"""
"00882f30",64,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/hanim/stdkey.c#27 $"""
"00882f70",64,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/hanim/stdkey.c#27 $"""
"00882fb0",68,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/tool/anim/rtanim.c#2 $"""
"00882ff4",64,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/tool/bmp/rtbmp.c#1 $"""
"00883034",56,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/uvanim/dict.c"""
"0088306c",64,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/tool/png/rtpng.c#1 $"""
"00883234",17,"""0123456789ABCDEF"""
"0088326f",57,"""? deflate 1.1.3 Copyright 1995-1998 Jean-loup Gailly """
"008841b0",48,""" inflate 1.1.3 Copyright 1995-1998 Mark Adler """
"008843d0",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/tool/quat/rtquat.c#1 $"""
"00884418",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/tool/slerp/rtslerp.c#1 $"""
"00884460",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/bastream.c#1 $"""
"008844a8",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/babinary.c#1 $"""
"008844f0",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/bavector.c#1 $"""
"00884534",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/bacamera.c#2 $"""
"00884570",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/pipe/p2/baim3d.c#1 $"""
"008845b4",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/baframe.c#1 $"""
"008845f0",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/bamatrix.c#1 $"""
"00884635",63,""".eB@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/badevice.c#2 $"""
"00884674",40,"""\nCore built at Sep  4 2003 06:48:34\n"""
"0088469c",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/batextur.c#2 $"""
"008846d8",17,"""0123456789abcdef"""
"008846f0",72,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/driver/d3d9/d3d9vertexbuffer.c#3 $"""
"00884740",72,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/d3d9/d3d9device.c#3 $"""
"00884800",64,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/baraster.c#1 $"""
"00884840",72,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/d3d9/d3d92drend.c#1 $"""
"008848a8",72,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/d3d9/d3d9rendst.c#1 $"""
"008849e8",72,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/d3d9/d3d9convrt.c#1 $"""
"00884a30",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/bamemory.c#2 $"""
"00884a74",60,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/baimage.c#1 $"""
"00884ab0",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/bafsys.c#1 $"""
"00884af0",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/baimras.c#1 $"""
"00884b2c",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/babintex.c#1 $"""
"00884b68",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/batypehf.c#1 $"""
"00884ba8",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/pipe/p2/p2core.c#1 $"""
"00884bec",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/babinfrm.c#1 $"""
"00884c30",9,"""d3d9.dll"""
"00884c40",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/pipe/p2/bapipe.c#1 $"""
"00884c88",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/baresour.c#1 $"""
"00884cd0",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/batkreg.c#2 $"""
"00884d14",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/baerr.c#1 $"""
"00884d58",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/batkbin.c#1 $"""
"00884d9c",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/babincam.c#1 $"""
"00884dd8",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/babbox.c#1 $"""
"00884e18",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/balist.c#1 $"""
"00884e58",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/basync.c#1 $"""
"00884e98",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/pipe/p2/p2heap.c#1 $"""
"00884ee0",68,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/src/pipe/p2/d3d9/im3dpipe.c#13 $"""
"00884f28",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/rwstring.c#1 $"""
"00884f70",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/bacolor.c#1 $"""
"00884fb8",72,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/common/palquant.c#1 $"""
"00885013",61,"""?@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/baresamp.c#1 $"""
"00885058",72,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/common/ssematml.c#1 $"""
"008850a0",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/common/cpuext.c#1 $"""
"008850e8",84,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/src/pipe/p2/d3d9/nodeD3D9SubmitNoLight.c#28 $"""
"00885154",60,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/os/win/osintf.c#1 $"""
"00885190",72,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/pipe/p2/p2renderstate.c#1 $"""
"008851d8",64,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/pipe/p2/p2dep.c#1 $"""
"00885218",68,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/plcore/resmem.c#1 $"""
"00885260",68,"""@@(#)$Id: //RenderWare/RW36Active/rwsdk/src/pipe/p2/p2resort.c#1 $"""
"008852a8",72,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/plugin/matfx/rpmatfx.c#1 $"""
"008855b8",76,"""@@@@(#)$Id: //RenderWare/dev/rwsdk/plugin/matfx/d3d9/effectPipesD3D9.c#78 $"""
"00885650",12,"""DINPUT8.dll"""
"00885a70",11,"""DSOUND.dll"""
"00885a80",10,"""DDRAW.dll"""
"00887d10",72,"""@@@@(#)$Id: //RenderWare/RW36Active/rwsdk/driver/d3d9/d3d9dxttex.c#5 $"""
"00887d7c",24,"""invalid string position"""
"00887d94",16,"""string too long"""
"00887db0",15,"""bad allocation"""
"00887e88",18,"""Unknown exception"""
"00887fe4",15,"""CorExitProcess"""
"00887ff4",12,"""mscoree.dll"""
"00888208",8,"""LC_TIME"""
"00888210",11,"""LC_NUMERIC"""
"0088821c",12,"""LC_MONETARY"""
"00888228",9,"""LC_CTYPE"""
"00888234",11,"""LC_COLLATE"""
"00888240",8,"""LC_ALL"""
"0088829c",6,"""e+000"""
"008882b6",30,"""GAIsProcessorFeaturePresent"""
"008882d4",9,"""KERNEL32"""
"008883e6",12,"u""null)"""
"008883f4",7,"""(null)"""
"00888468",6,"""exp10"""
"0088bee4",16,"""runtime error """
"0088bef8",16,"""TLOSS error\r\n"""
"0088bf08",16,"""SING error\r\n"""
"0088bf18",16,"""DOMAIN error\r\n"""
"0088bf28",40,"""R6028\r\n- unable to initialize heap\r\n"""
"0088bf50",56,"""R6027\r\n- not enough space for lowio initialization\r\n"""
"0088bf88",56,"""R6026\r\n- not enough space for stdio initialization\r\n"""
"0088bfc0",40,"""R6025\r\n- pure virtual function call\r\n"""
"0088bfe8",56,"""R6024\r\n- not enough space for _onexit/atexit table\r\n"""
"0088c020",44,"""R6019\r\n- unable to open console device\r\n"""
"0088c04c",36,"""R6018\r\n- unexpected heap error\r\n"""
"0088c070",48,"""R6017\r\n- unexpected multithread lock error\r\n"""
"0088c0a0",44,"""R6016\r\n- not enough space for thread data\r\n"""
"0088c0d0",152,"""\r\nThis application has requested the Runtime to terminate it in an unusual way.\nPlease contact the application's support team for more information.\r\n"""
"0088c168",44,"""R6009\r\n- not enough space for environment\r\n"""
"0088c194",44,"""R6008\r\n- not enough space for arguments\r\n"""
"0088c1c0",40,"""R6002\r\n- floating point not loaded\r\n"""
"0088c1e8",37,"""Microsoft Visual C++ Runtime Library"""
"0088c214",26,"""Runtime Error!\n\nProgram: """
"0088c230",23,"""<program name unknown>"""
"0088c248",12,"""_nextafter"""
"0088c2ac",9,"""HH:mm:ss"""
"0088c2b8",20,"""dddd, MMMM dd, yyyy"""
"0088c2cc",9,"""MM/dd/yy"""
"0088c2e0",9,"""December"""
"0088c2ec",9,"""November"""
"0088c2f8",8,"""October"""
"0088c300",10,"""September"""
"0088c30c",7,"""August"""
"0088c324",6,"""April"""
"0088c32c",6,"""March"""
"0088c334",9,"""February"""
"0088c340",8,"""January"""
"0088c378",9,"""Saturday"""
"0088c384",7,"""Friday"""
"0088c38c",9,"""Thursday"""
"0088c398",10,"""Wednesday"""
"0088c3a4",8,"""Tuesday"""
"0088c3ac",7,"""Monday"""
"0088c3b4",7,"""Sunday"""
"0088c3dc",6,"""am/pm"""
"0088ccac",9,"""Paraguay"""
"0088ccc0",8,"""Chile"""
"0088ccc8",8,"""Ecuador"""
"0088ccd0",12,"""Argentina"""
"0088cce4",12,"""Colombia"""
"0088ccf0",12,"""Venezuela"""
"0088ccfc",20,"""Dominican Republic"""
"0088cd10",16,"""South Africa"""
"0088cd20",8,"""Panama"""
"0088cd28",12,"""Luxembourg"""
"0088cd34",12,"""Costa Rica"""
"0088cd40",12,"""Switzerland"""
"0088cd4c",12,"""Guatemala"""
"0088cd58",8,"""Canada"""
"0088cd60",24,"""Spanish - Modern Sort"""
"0088cd78",12,"""Australia"""
"0088cd84",8,"""English"""
"0088cd8c",8,"""Austria"""
"0088cd94",8,"""German"""
"0088cd9c",8,"""Belgium"""
"0088cda4",7,"""Mexico"""
"0088cdac",8,"""Spanish"""
"0088cdb4",8,"""Basque"""
"0088cdbc",8,"""Sweden"""
"0088cdc4",8,"""Swedish"""
"0088cdcc",8,"""Iceland"""
"0088cdd4",10,"""Icelandic"""
"0088cde0",8,"""France"""
"0088cde8",8,"""French"""
"0088cdf0",8,"""Finland"""
"0088cdf8",8,"""Finnish"""
"0088ce00",8,"""Spain"""
"0088ce08",28,"""Spanish - Traditional Sort"""
"0088cef0",16,"""united-states"""
"0088cf00",16,"""united-kingdom"""
"0088cf10",20,"""trinidad & tobago"""
"0088cf24",12,"""south-korea"""
"0088cf30",16,"""south-africa"""
"0088cf40",12,"""south korea"""
"0088cf4c",16,"""south africa"""
"0088cf64",12,"""puerto-rico"""
"0088cf70",12,"""pr-china"""
"0088cf7c",12,"""pr china"""
"0088cf8c",12,"""new-zealand"""
"0088cf98",12,"""hong-kong"""
"0088cfa4",8,"""holland"""
"0088cfac",16,"""great britain"""
"0088cfbc",8,"""england"""
"0088cfcc",8,"""china"""
"0088cfd4",8,"""britain"""
"0088cfdc",8,"""america"""
"0088d1fc",8,"""swiss"""
"0088d204",16,"""swedish-finland"""
"0088d214",20,"""spanish-venezuela"""
"0088d228",16,"""spanish-uruguay"""
"0088d238",20,"""spanish-puerto rico"""
"0088d24c",16,"""spanish-peru"""
"0088d25c",20,"""spanish-paraguay"""
"0088d270",16,"""spanish-panama"""
"0088d280",20,"""spanish-nicaragua"""
"0088d294",16,"""spanish-modern"""
"0088d2a4",16,"""spanish-mexican"""
"0088d2b4",20,"""spanish-honduras"""
"0088d2c8",20,"""spanish-guatemala"""
"0088d2dc",20,"""spanish-el salvador"""
"0088d2f0",16,"""spanish-ecuador"""
"0088d300",28,"""spanish-dominican republic"""
"0088d31c",20,"""spanish-costa rica"""
"0088d330",20,"""spanish-colombia"""
"0088d344",16,"""spanish-chile"""
"0088d354",16,"""spanish-bolivia"""
"0088d364",20,"""spanish-argentina"""
"0088d378",24,"""portuguese-brazilian"""
"0088d390",20,"""norwegian-nynorsk"""
"0088d3a4",20,"""norwegian-bokmal"""
"0088d3b8",12,"""norwegian"""
"0088d3c4",16,"""italian-swiss"""
"0088d3d4",16,"""irish-english"""
"0088d3e4",16,"""german-swiss"""
"0088d3f4",20,"""german-luxembourg"""
"0088d408",20,"""german-lichtenstein"""
"0088d41c",16,"""german-austrian"""
"0088d42c",16,"""french-swiss"""
"0088d43c",20,"""french-luxembourg"""
"0088d450",16,"""french-canadian"""
"0088d460",16,"""french-belgian"""
"0088d470",12,"""english-usa"""
"0088d47c",12,"""english-us"""
"0088d488",12,"""english-uk"""
"0088d494",28,"""english-trinidad y tobago"""
"0088d4b0",24,"""english-south africa"""
"0088d4c8",12,"""english-nz"""
"0088d4d4",16,"""english-jamaica"""
"0088d4e4",12,"""english-ire"""
"0088d4f0",20,"""english-caribbean"""
"0088d504",12,"""english-can"""
"0088d510",16,"""english-belize"""
"0088d520",12,"""english-aus"""
"0088d52c",20,"""english-american"""
"0088d540",16,"""dutch-belgian"""
"0088d550",20,"""chinese-traditional"""
"0088d564",20,"""chinese-singapore"""
"0088d578",20,"""chinese-simplified"""
"0088d58c",20,"""chinese-hongkong"""
"0088d5a0",8,"""chinese"""
"0088d5b0",12,"""canadian"""
"0088d5bc",8,"""belgian"""
"0088d5c4",12,"""australian"""
"0088d5d0",20,"""american-english"""
"0088d5e4",20,"""american english"""
"0088d5f8",9,"""american"""
"0088d60c",18,"""Norwegian-Nynorsk"""
"0088db9c",10,"""Program: """
"0088dba8",160,"""A buffer overrun has been detected which has corrupted the program's\ninternal state.  The program cannot safely continue execution and must\nnow be terminated.\n"""
"0088dc48",25,"""Buffer overrun detected!"""
"0088dc68",177,"""A security error of unknown cause has been detected which has\ncorrupted the program's internal state.  The program cannot safely\ncontinue execution and must now be terminated.\n"""
"0088dd1c",35,"""Unknown security failure detected!"""
"0088dd4c",38,"""InitializeCriticalSectionAndSpinCount"""
"0088dd74",13,"""kernel32.dll"""
"0088ddf0",24,"""GetProcessWindowStation"""
"0088de08",26,"""GetUserObjectInformationA"""
"0088de24",19,"""GetLastActivePopup"""
"0088de38",16,"""GetActiveWindow"""
"0088de48",12,"""MessageBoxA"""
"0088de54",11,"""user32.dll"""
"0088de60",24,"""SunMonTueWedThuFriSat"""
"0088de78",40,"""JanFebMarAprMayJunJulAugSepOctNovDec"""
"0088dea4",7,"""1#QNAN"""
"0088deac",6,"""1#INF"""
"0088deb4",6,"""1#IND"""
"0088debc",7,"""1#SNAN"""
"008a1fa6",16,"""Direct3DCreate9"""
"008a1fb8",19,"""DirectInput8Create"""
"008a1fce",19,"""DirectDrawCreateEx"""
"008a244a",14,"""timeEndPeriod"""
"008a245a",12,"""timeGetTime"""
"008a2468",16,"""timeBeginPeriod"""
"008a247a",15,"""timeGetDevCaps"""
"008a248a",10,"""WINMM.dll"""
"008a2496",9,"""ov_clear"""
"008a24a2",8,"""ov_read"""
"008a24ac",8,"""ov_info"""
"008a24b6",18,"""ov_open_callbacks"""
"008a24ca",14,"""ov_time_total"""
"008a24da",13,"""ov_time_tell"""
"008a24ea",13,"""ov_time_seek"""
"008a24f8",15,"""vorbisfile.dll"""
"008a2508",11,"""WS2_32.dll"""
"008a2514",8,"""EAX.DLL"""
"008a251e",17,"""GetModuleHandleA"""
"008a2532",15,"""GetProcAddress"""
"008a2544",13,"""LoadLibraryA"""
"008a2554",12,"""GetFileSize"""
"008a2562",12,"""CloseHandle"""
"008a2570",10,"""LocalFree"""
"008a257c",22,"""WaitForSingleObjectEx"""
"008a2594",20,"""GetOverlappedResult"""
"008a25aa",20,"""WaitForSingleObject"""
"008a25c0",17,"""ReleaseSemaphore"""
"008a25d4",15,"""SetFilePointer"""
"008a25e6",13,"""GetLastError"""
"008a25f6",9,"""ReadFile"""
"008a2602",13,"""SetLastError"""
"008a2612",12,"""CreateFileA"""
"008a2620",13,"""ResumeThread"""
"008a2630",18,"""SetThreadPriority"""
"008a2644",18,"""GetThreadPriority"""
"008a2658",17,"""GetCurrentThread"""
"008a266c",13,"""CreateThread"""
"008a267c",11,"""LocalAlloc"""
"008a268a",17,"""CreateSemaphoreA"""
"008a269e",18,"""GetDiskFreeSpaceA"""
"008a26b2",6,"""Sleep"""
"008a26ba",24,"""QueryPerformanceCounter"""
"008a26d4",21,"""InterlockedIncrement"""
"008a26ec",21,"""InterlockedDecrement"""
"008a2704",9,"""lstrcpyA"""
"008a2710",9,"""lstrcatA"""
"008a271c",9,"""lstrlenA"""
"008a2728",22,"""DeleteCriticalSection"""
"008a2740",14,"""SuspendThread"""
"008a2750",21,"""LeaveCriticalSection"""
"008a2768",21,"""EnterCriticalSection"""
"008a2780",26,"""InitializeCriticalSection"""
"008a279c",20,"""MultiByteToWideChar"""
"008a27b2",12,"""DeleteFileA"""
"008a27c0",16,"""TerminateThread"""
"008a27d2",10,"""FindClose"""
"008a27de",14,"""FindNextFileA"""
"008a27ee",19,"""GetFileAttributesA"""
"008a2804",15,"""FindFirstFileA"""
"008a2816",12,"""FreeLibrary"""
"008a2824",26,"""QueryPerformanceFrequency"""
"008a2840",19,"""OutputDebugStringA"""
"008a2856",13,"""GetLocalTime"""
"008a2866",17,"""CreateDirectoryA"""
"008a287a",19,"""GetUserDefaultLCID"""
"008a2890",21,"""GetSystemDefaultLCID"""
"008a28a8",13,"""CreateEventA"""
"008a28b8",22,"""GetVolumeInformationA"""
"008a28d0",14,"""GetDriveTypeA"""
"008a28e0",24,"""GetLogicalDriveStringsA"""
"008a28fa",13,"""SetErrorMode"""
"008a290a",19,"""GlobalMemoryStatus"""
"008a2920",14,"""GetVersionExA"""
"008a2930",16,"""GetCommandLineA"""
"008a2942",17,"""GetFullPathNameA"""
"008a2956",20,"""WideCharToMultiByte"""
"008a296c",10,"""lstrcmpiA"""
"008a2978",14,"""GetSystemInfo"""
"008a2988",26,"""IsProcessorFeaturePresent"""
"008a29a4",13,"""LockResource"""
"008a29b4",13,"""LoadResource"""
"008a29c4",15,"""SizeofResource"""
"008a29d6",14,"""FindResourceA"""
"008a29e6",14,"""FindResourceW"""
"008a29f6",14,"""MapViewOfFile"""
"008a2a06",19,"""CreateFileMappingA"""
"008a2a1c",12,"""CreateFileW"""
"008a2a2a",16,"""UnmapViewOfFile"""
"008a2a3c",13,"""ReleaseMutex"""
"008a2a4c",13,"""CreateMutexA"""
"008a2a5c",20,"""GetCurrentProcessId"""
"008a2a72",20,"""GetSystemDirectoryA"""
"008a2a88",19,"""GetModuleFileNameA"""
"008a2a9c",13,"""KERNEL32.dll"""
"008a2aac",14,"""GetClientRect"""
"008a2abc",13,"""SetCursorPos"""
"008a2acc",15,"""ClientToScreen"""
"008a2ade",15,"""SetWindowTextA"""
"008a2af0",12,"""MessageBoxA"""
"008a2afe",14,"""GetWindowRect"""
"008a2b0e",11,"""ShowCursor"""
"008a2b1c",16,"""CreateWindowExA"""
"008a2b2e",17,"""AdjustWindowRect"""
"008a2b42",13,"""SetWindowPos"""
"008a2b52",13,"""SendMessageA"""
"008a2b62",9,"""SetFocus"""
"008a2b6e",11,"""GetDlgItem"""
"008a2b7c",10,"""EndDialog"""
"008a2b88",16,"""DialogBoxParamA"""
"008a2b9a",18,"""GetKeyboardLayout"""
"008a2bae",17,"""TranslateMessage"""
"008a2bc2",17,"""DispatchMessageA"""
"008a2bd6",13,"""PeekMessageA"""
"008a2be6",20,"""SetForegroundWindow"""
"008a2bfc",12,"""FindWindowA"""
"008a2c0a",12,"""GetKeyState"""
"008a2c18",13,"""UpdateWindow"""
"008a2c28",15,"""MapVirtualKeyA"""
"008a2c3a",15,"""DefWindowProcA"""
"008a2c4c",11,"""SetCapture"""
"008a2c5a",10,"""SetCursor"""
"008a2c66",16,"""PostQuitMessage"""
"008a2c78",11,"""ClipCursor"""
"008a2c86",9,"""SetTimer"""
"008a2c92",19,"""GetWindowPlacement"""
"008a2ca8",15,"""ReleaseCapture"""
"008a2cba",15,"""RegisterClassA"""
"008a2ccc",12,"""LoadCursorA"""
"008a2cda",10,"""LoadIconA"""
"008a2ce6",11,"""ShowWindow"""
"008a2cf4",15,"""SetWindowLongA"""
"008a2d06",14,"""DestroyWindow"""
"008a2d16",22,"""SystemParametersInfoA"""
"008a2d2e",19,"""AdjustWindowRectEx"""
"008a2d44",8,"""GetMenu"""
"008a2d4e",15,"""GetWindowLongA"""
"008a2d60",9,"""IsIconic"""
"008a2d6c",10,"""wsprintfA"""
"008a2d76",11,"""USER32.dll"""
"008a2d84",13,"""DeleteObject"""
"008a2d92",10,"""GDI32.dll"""
"008a2d9e",12,"""RegCloseKey"""
"008a2dac",16,"""RegCreateKeyExA"""
"008a2dbe",14,"""RegOpenKeyExA"""
"008a2dce",17,"""RegQueryValueExA"""
"008a2de2",15,"""RegSetValueExA"""
"008a2df4",12,"""RegOpenKeyA"""
"008a2e00",13,"""ADVAPI32.dll"""
"008a2e10",13,"""CoInitialize"""
"008a2e20",17,"""CoCreateInstance"""
"008a2e34",15,"""CoUninitialize"""
"008a2e44",10,"""ole32.dll"""
"008a2e50",20,"""InterlockedExchange"""
"008a2e66",15,"""RaiseException"""
"008a2e78",10,"""RtlUnwind"""
"008a2e84",12,"""ExitProcess"""
"008a2e92",17,"""TerminateProcess"""
"008a2ea6",18,"""GetCurrentProcess"""
"008a2eba",24,"""GetSystemTimeAsFileTime"""
"008a2ed4",9,"""HeapFree"""
"008a2ee0",10,"""HeapAlloc"""
"008a2eec",12,"""HeapReAlloc"""
"008a2efa",16,"""GetStartupInfoA"""
"008a2f0c",8,"""TlsFree"""
"008a2f16",19,"""GetCurrentThreadId"""
"008a2f2c",12,"""TlsSetValue"""
"008a2f3a",12,"""TlsGetValue"""
"008a2f48",9,"""TlsAlloc"""
"008a2f54",9,"""HeapSize"""
"008a2f60",28,"""SetUnhandledExceptionFilter"""
"008a2f7e",14,"""FatalAppExitA"""
"008a2f8e",10,"""WriteFile"""
"008a2f9a",13,"""LCMapStringA"""
"008a2faa",13,"""LCMapStringW"""
"008a2fba",17,"""FlushFileBuffers"""
"008a2fce",15,"""SetHandleCount"""
"008a2fe0",13,"""GetStdHandle"""
"008a2ff0",12,"""GetFileType"""
"008a2ffe",12,"""HeapDestroy"""
"008a300c",11,"""HeapCreate"""
"008a301a",12,"""VirtualFree"""
"008a3028",13,"""VirtualAlloc"""
"008a3038",14,"""IsBadWritePtr"""
"008a3048",25,"""UnhandledExceptionFilter"""
"008a3064",24,"""FreeEnvironmentStringsA"""
"008a307e",22,"""GetEnvironmentStrings"""
